datetime,actual_temperature_c,actual_feels_like_c,actual_humidity_pct,actual_dew_point_c,actual_precipitation_mm,actual_rain_mm,actual_weather_code,actual_pressure_hpa,actual_cloud_cover_pct,actual_wind_speed_kmh,actual_wind_direction_deg,actual_wind_gust_kmh,date,hour,city
2026-08-26 01:00:00,25.8,30.2,91,24.1,0.0,0.0,3,1004.2,99,11.7,245,25.2,2026-08-26,1,Raipur
2026-08-26 02:00:00,25.6,30.1,91,24.1,0.0,0.0,3,1004.1,96,11.2,242,23.0,2026-08-26,2,Raipur
2026-08-26 03:00:00,25.4,29.6,91,23.9,0.0,0.0,3,1003.8,95,12.3,236,24.5,2026-08-26,3,Raipur
2026-08-26 04:00:00,25.3,29.4,91,23.8,0.0,0.0,3,1003.8,94,12.8,241,25.9,2026-08-26,4,Raipur
2026-08-26 05:00:00,25.6,29.6,90,23.9,0.0,0.0,3,1003.8,98,13.6,238,25.9,2026-08-26,5,Raipur
2026-08-26 06:00:00,25.8,29.8,89,23.9,0.0,0.0,3,1004.6,93,13.4,244,27.7,2026-08-26,6,Raipur
2026-08-26 07:00:00,26.5,30.7,86,24.0,0.0,0.0,3,1004.6,94,13.0,245,28.1,2026-08-26,7,Raipur
2026-08-26 08:00:00,27.7,31.3,79,23.8,0.0,0.0,2,1004.9,73,16.6,253,37.4,2026-08-26,8,Raipur
2026-08-26 09:00:00,28.9,32.3,74,23.7,0.1,0.1,51,1004.8,72,16.8,257,38.9,2026-08-26,9,Raipur
2026-08-26 10:00:00,30.2,34.6,68,23.6,0.1,0.1,51,1004.4,81,16.6,258,38.9,2026-08-26,10,Raipur
2026-08-26 11:00:00,30.5,35.7,67,23.7,0.1,0.1,51,1004.6,48,15.3,262,38.9,2026-08-26,11,Raipur
2026-08-26 12:00:00,31.2,36.9,64,23.7,0.1,0.1,51,1003.8,95,13.6,262,39.2,2026-08-26,12,Raipur
2026-08-26 13:00:00,31.4,37.1,64,23.9,0.1,0.1,51,1002.6,90,13.0,264,37.4,2026-08-26,13,Raipur
2026-08-26 14:00:00,31.0,35.9,67,24.2,0.0,0.0,3,1001.3,94,12.7,262,33.5,2026-08-26,14,Raipur
2026-08-26 15:00:00,30.8,34.8,65,23.4,0.1,0.1,51,1000.4,81,11.8,257,32.0,2026-08-26,15,Raipur
2026-08-26 16:00:00,27.9,32.8,86,25.3,1.4,1.4,61,1001.1,82,13.5,221,29.5,2026-08-26,16,Raipur
2026-08-26 17:00:00,28.8,33.0,77,24.4,1.0,1.0,55,1001.4,83,14.5,233,28.8,2026-08-26,17,Raipur
2026-08-26 18:00:00,27.5,31.8,83,24.5,0.0,0.0,3,1002.5,97,14.1,232,30.6,2026-08-26,18,Raipur
2026-08-26 19:00:00,27.1,31.9,87,24.8,0.0,0.0,3,1003.8,86,12.0,230,28.4,2026-08-26,19,Raipur
2026-08-26 20:00:00,26.8,31.3,88,24.7,0.0,0.0,3,1004.5,86,14.0,232,27.7,2026-08-26,20,Raipur
2026-08-26 21:00:00,26.5,30.8,88,24.4,0.0,0.0,3,1005.2,91,13.9,236,29.5,2026-08-26,21,Raipur
2026-08-26 22:00:00,26.2,30.4,89,24.2,0.0,0.0,3,1005.5,91,13.4,234,28.1,2026-08-26,22,Raipur
2026-08-26 23:00:00,26.4,30.5,87,24.2,0.0,0.0,3,1004.7,98,14.6,240,28.4,2026-08-26,23,Raipur
