datetime,date,hour,city,latitude,longitude,data_type,temperature_c,feels_like_c,humidity_pct,dew_point_c,rain_probability_pct,precipitation_mm,rain_mm,weather_code,pressure_hpa,cloud_cover_pct,wind_speed_kmh,wind_direction_deg,wind_gust_kmh,uv_index
2026-08-30 09:00:00,2026-08-30,9,Raipur,21.2514,81.6296,Forecast,25.5,30.0,94,24.5,85,1.1,0.6,55,1005.2,100,12.9,291,28.8,0.8
2026-08-30 10:00:00,2026-08-30,10,Raipur,21.2514,81.6296,Forecast,25.5,29.9,94,24.5,83,1.4,1.1,80,1005.2,100,13.4,288,28.4,1.15
2026-08-30 11:00:00,2026-08-30,11,Raipur,21.2514,81.6296,Forecast,25.3,29.6,95,24.4,82,3.3,1.9,81,1004.9,100,13.4,275,28.1,1.35
2026-08-30 12:00:00,2026-08-30,12,Raipur,21.2514,81.6296,Forecast,25.1,29.8,96,24.4,82,3.4,1.9,81,1004.3,100,11.3,268,27.4,2.15
2026-08-30 13:00:00,2026-08-30,13,Raipur,21.2514,81.6296,Forecast,25.0,29.3,95,24.1,82,0.6,0.2,53,1003.1,100,11.9,260,25.9,1.65
2026-08-30 14:00:00,2026-08-30,14,Raipur,21.2514,81.6296,Forecast,25.2,29.5,93,24.1,82,4.2,1.1,95,1002.3,100,12.8,256,29.9,1.25
2026-08-30 15:00:00,2026-08-30,15,Raipur,21.2514,81.6296,Forecast,25.8,30.8,96,25.1,82,3.3,1.0,95,1001.5,100,12.2,256,28.1,1.0
2026-08-30 16:00:00,2026-08-30,16,Raipur,21.2514,81.6296,Forecast,25.9,30.6,95,24.9,81,1.6,0.7,80,1001.5,100,13.5,268,28.1,0.65
2026-08-30 17:00:00,2026-08-30,17,Raipur,21.2514,81.6296,Forecast,25.4,30.2,96,24.7,80,2.3,1.0,80,1001.8,100,12.2,262,27.4,0.25
2026-08-30 18:00:00,2026-08-30,18,Raipur,21.2514,81.6296,Forecast,25.1,29.4,96,24.4,79,4.3,0.5,95,1002.6,100,13.7,252,24.8,0.0
2026-08-30 19:00:00,2026-08-30,19,Raipur,21.2514,81.6296,Forecast,24.8,28.7,96,24.1,77,2.1,0.7,80,1003.2,100,15.3,258,28.4,0.0
2026-08-30 20:00:00,2026-08-30,20,Raipur,21.2514,81.6296,Forecast,24.6,28.1,95,23.8,75,3.4,1.6,81,1003.9,100,16.9,269,32.0,0.0
2026-08-30 21:00:00,2026-08-30,21,Raipur,21.2514,81.6296,Forecast,24.6,28.3,96,23.9,73,4.0,2.7,81,1004.1,100,16.1,264,33.8,0.0
2026-08-30 22:00:00,2026-08-30,22,Raipur,21.2514,81.6296,Forecast,24.5,28.2,96,23.8,72,6.3,2.7,81,1004.3,100,15.7,266,30.6,0.0
2026-08-30 23:00:00,2026-08-30,23,Raipur,21.2514,81.6296,Forecast,24.2,28.1,96,23.6,71,2.7,1.7,81,1004.0,100,13.2,268,29.5,0.0
2026-08-31 00:00:00,2026-08-31,0,Raipur,21.2514,81.6296,Forecast,24.3,28.2,97,23.7,71,1.6,0.7,80,1003.2,100,13.5,268,26.3,0.0
2026-08-31 01:00:00,2026-08-31,1,Raipur,21.2514,81.6296,Forecast,24.3,27.2,96,23.5,73,2.0,1.5,80,1002.2,100,19.3,279,36.7,0.0
2026-08-31 02:00:00,2026-08-31,2,Raipur,21.2514,81.6296,Forecast,24.2,27.1,96,23.4,73,1.2,0.6,55,1001.7,100,19.0,283,36.7,0.0
2026-08-31 03:00:00,2026-08-31,3,Raipur,21.2514,81.6296,Forecast,24.2,27.3,96,23.4,72,1.5,0.5,80,1001.7,100,18.1,279,36.0,0.0
2026-08-31 04:00:00,2026-08-31,4,Raipur,21.2514,81.6296,Forecast,24.2,27.3,95,23.3,70,2.0,0.9,80,1002.1,100,17.1,279,35.3,0.0
2026-08-31 05:00:00,2026-08-31,5,Raipur,21.2514,81.6296,Forecast,24.0,27.3,95,23.2,69,2.4,0.9,80,1002.6,100,15.7,279,33.1,0.0
2026-08-31 06:00:00,2026-08-31,6,Raipur,21.2514,81.6296,Forecast,24.0,27.3,96,23.2,70,3.1,1.8,81,1003.2,100,15.3,278,33.8,0.0
2026-08-31 07:00:00,2026-08-31,7,Raipur,21.2514,81.6296,Forecast,24.0,27.3,96,23.2,71,3.1,1.8,81,1003.9,100,15.2,277,35.3,0.15
2026-08-31 08:00:00,2026-08-31,8,Raipur,21.2514,81.6296,Forecast,24.1,27.5,95,23.3,73,3.1,1.8,81,1004.4,100,15.1,278,36.7,0.3
2026-08-31 09:00:00,2026-08-31,9,Raipur,21.2514,81.6296,Forecast,24.5,28.1,94,23.4,74,0.8,0.4,53,1004.6,100,14.3,277,37.8,0.45
2026-08-31 10:00:00,2026-08-31,10,Raipur,21.2514,81.6296,Forecast,25.0,28.8,92,23.6,76,0.8,0.4,53,1004.5,100,13.4,277,38.9,0.65
2026-08-31 11:00:00,2026-08-31,11,Raipur,21.2514,81.6296,Forecast,25.3,29.4,91,23.8,76,0.8,0.4,53,1004.2,100,13.1,277,39.2,0.75
2026-08-31 12:00:00,2026-08-31,12,Raipur,21.2514,81.6296,Forecast,25.4,29.4,92,24.0,74,2.1,0.8,80,1003.4,100,13.8,278,37.8,0.8
2026-08-31 13:00:00,2026-08-31,13,Raipur,21.2514,81.6296,Forecast,25.2,29.1,94,24.1,71,2.1,0.8,80,1002.3,100,15.4,280,35.6,0.85
2026-08-31 14:00:00,2026-08-31,14,Raipur,21.2514,81.6296,Forecast,25.1,28.9,95,24.2,69,2.1,0.8,80,1001.5,100,16.4,279,34.2,0.7
2026-08-31 15:00:00,2026-08-31,15,Raipur,21.2514,81.6296,Forecast,24.9,28.6,95,24.1,69,1.4,0.7,80,1001.3,100,16.8,276,34.9,0.5
2026-08-31 16:00:00,2026-08-31,16,Raipur,21.2514,81.6296,Forecast,24.8,28.4,96,24.0,69,1.4,0.7,80,1001.4,100,17.1,271,36.4,0.35
2026-08-31 17:00:00,2026-08-31,17,Raipur,21.2514,81.6296,Forecast,24.6,28.1,96,23.9,69,1.4,0.7,80,1001.7,100,17.1,267,37.4,0.25
2026-08-31 18:00:00,2026-08-31,18,Raipur,21.2514,81.6296,Forecast,24.5,27.9,96,23.8,66,1.6,1.2,80,1002.4,100,17.0,264,36.7,0.05
2026-08-31 19:00:00,2026-08-31,19,Raipur,21.2514,81.6296,Forecast,24.4,27.8,96,23.6,62,1.6,1.2,80,1003.4,100,16.6,261,35.6,0.0
2026-08-31 20:00:00,2026-08-31,20,Raipur,21.2514,81.6296,Forecast,24.2,27.6,96,23.5,59,1.6,1.2,80,1004.1,100,16.1,259,34.2,0.0
2026-08-31 21:00:00,2026-08-31,21,Raipur,21.2514,81.6296,Forecast,24.1,27.5,96,23.4,58,0.6,0.4,53,1004.4,100,15.5,258,33.1,0.0
2026-08-31 22:00:00,2026-08-31,22,Raipur,21.2514,81.6296,Forecast,23.9,27.5,96,23.3,59,0.6,0.4,53,1004.5,100,14.4,258,31.7,0.0
2026-08-31 23:00:00,2026-08-31,23,Raipur,21.2514,81.6296,Forecast,23.8,27.4,96,23.2,59,0.6,0.4,53,1004.3,100,13.8,257,30.6,0.0
2026-09-01 00:00:00,2026-09-01,0,Raipur,21.2514,81.6296,Forecast,23.8,27.3,96,23.2,58,0.4,0.3,51,1003.8,100,13.9,257,29.2,0.0
2026-09-01 01:00:00,2026-09-01,1,Raipur,21.2514,81.6296,Forecast,23.7,27.2,97,23.2,56,0.4,0.3,51,1003.0,100,14.1,255,28.1,0.0
2026-09-01 02:00:00,2026-09-01,2,Raipur,21.2514,81.6296,Forecast,23.7,27.1,97,23.1,53,0.4,0.3,51,1002.5,100,14.3,255,27.4,0.0
2026-09-01 03:00:00,2026-09-01,3,Raipur,21.2514,81.6296,Forecast,23.6,27.0,96,23.0,50,1.3,0.5,80,1002.5,100,14.3,258,28.1,0.0
2026-09-01 04:00:00,2026-09-01,4,Raipur,21.2514,81.6296,Forecast,23.6,27.0,96,22.9,46,1.3,0.5,80,1002.7,100,14.2,262,29.2,0.0
2026-09-01 05:00:00,2026-09-01,5,Raipur,21.2514,81.6296,Forecast,23.7,27.0,95,22.9,43,1.3,0.5,80,1003.1,100,14.3,264,30.2,0.0
2026-09-01 06:00:00,2026-09-01,6,Raipur,21.2514,81.6296,Forecast,23.8,27.2,95,23.0,41,0.6,0.5,53,1003.7,100,14.4,261,30.2,0.0
2026-09-01 07:00:00,2026-09-01,7,Raipur,21.2514,81.6296,Forecast,24.0,27.4,95,23.1,41,0.6,0.5,53,1004.6,100,14.8,257,30.2,0.1
2026-09-01 08:00:00,2026-09-01,8,Raipur,21.2514,81.6296,Forecast,24.4,27.8,94,23.3,41,0.6,0.5,53,1005.1,100,14.8,256,30.2,0.25
2026-09-01 09:00:00,2026-09-01,9,Raipur,21.2514,81.6296,Forecast,24.9,28.4,91,23.3,42,0.2,0.2,51,1005.3,100,14.6,261,30.6,0.35
2026-09-01 10:00:00,2026-09-01,10,Raipur,21.2514,81.6296,Forecast,25.5,29.1,88,23.3,44,0.2,0.2,51,1005.2,100,14.2,270,31.7,0.35
2026-09-01 11:00:00,2026-09-01,11,Raipur,21.2514,81.6296,Forecast,26.0,29.6,86,23.4,47,0.2,0.2,51,1004.8,100,14.3,276,32.0,0.45
2026-09-01 12:00:00,2026-09-01,12,Raipur,21.2514,81.6296,Forecast,26.3,30.1,85,23.7,51,0.5,0.3,53,1003.9,100,14.3,274,32.4,0.55
2026-09-01 13:00:00,2026-09-01,13,Raipur,21.2514,81.6296,Forecast,26.5,30.5,86,23.9,55,0.5,0.3,53,1002.8,100,14.0,269,32.4,0.5
2026-09-01 14:00:00,2026-09-01,14,Raipur,21.2514,81.6296,Forecast,26.6,30.7,86,24.1,57,0.5,0.3,53,1002.0,100,13.9,264,32.0,0.45
2026-09-01 15:00:00,2026-09-01,15,Raipur,21.2514,81.6296,Forecast,26.6,30.8,86,24.1,55,0.2,0.2,51,1001.9,100,13.7,261,31.3,0.3
2026-09-01 16:00:00,2026-09-01,16,Raipur,21.2514,81.6296,Forecast,26.5,30.7,86,24.0,51,0.2,0.2,51,1002.1,100,13.2,258,30.2,0.15
2026-09-01 17:00:00,2026-09-01,17,Raipur,21.2514,81.6296,Forecast,26.3,30.4,87,23.9,47,0.2,0.2,51,1002.6,100,13.0,256,29.5,0.05
2026-09-01 18:00:00,2026-09-01,18,Raipur,21.2514,81.6296,Forecast,26.0,30.0,88,23.8,43,0.1,0.1,51,1003.5,100,12.9,255,29.2,0.0
2026-09-01 19:00:00,2026-09-01,19,Raipur,21.2514,81.6296,Forecast,25.5,29.5,90,23.7,39,0.1,0.1,51,1004.6,100,12.8,254,29.2,0.0
2026-09-01 20:00:00,2026-09-01,20,Raipur,21.2514,81.6296,Forecast,25.1,29.0,91,23.6,37,0.1,0.1,51,1005.4,100,13.1,254,29.2,0.0
2026-09-01 21:00:00,2026-09-01,21,Raipur,21.2514,81.6296,Forecast,24.8,28.5,93,23.5,38,0.4,0.3,51,1005.7,100,14.1,256,29.5,0.0
2026-09-01 22:00:00,2026-09-01,22,Raipur,21.2514,81.6296,Forecast,24.6,28.0,93,23.4,41,0.4,0.3,51,1005.6,100,15.6,258,30.2,0.0
2026-09-01 23:00:00,2026-09-01,23,Raipur,21.2514,81.6296,Forecast,24.4,27.7,94,23.4,43,0.4,0.3,51,1005.4,100,16.4,258,31.0,0.0
2026-09-02 00:00:00,2026-09-02,0,Raipur,21.2514,81.6296,Forecast,24.2,27.6,96,23.5,44,1.9,0.6,80,1004.8,100,15.9,254,31.3,0.0
2026-09-02 01:00:00,2026-09-02,1,Raipur,21.2514,81.6296,Forecast,24.2,27.8,96,23.5,44,1.9,0.6,80,1004.0,100,14.8,248,31.7,0.0
2026-09-02 02:00:00,2026-09-02,2,Raipur,21.2514,81.6296,Forecast,24.1,27.7,97,23.5,45,1.9,0.6,80,1003.5,100,14.4,244,31.7,0.0
2026-09-02 03:00:00,2026-09-02,3,Raipur,21.2514,81.6296,Forecast,24.0,27.5,96,23.4,46,7.0,5.3,81,1003.4,100,15.0,246,31.7,0.0
2026-09-02 04:00:00,2026-09-02,4,Raipur,21.2514,81.6296,Forecast,23.9,27.1,96,23.2,47,7.0,5.3,81,1003.6,100,16.1,250,32.0,0.0
2026-09-02 05:00:00,2026-09-02,5,Raipur,21.2514,81.6296,Forecast,23.9,26.9,95,23.1,47,7.0,5.3,81,1003.9,100,16.8,253,32.0,0.0
2026-09-02 06:00:00,2026-09-02,6,Raipur,21.2514,81.6296,Forecast,23.9,26.9,95,23.1,46,5.6,3.9,81,1004.4,100,16.8,253,32.0,0.0
2026-09-02 07:00:00,2026-09-02,7,Raipur,21.2514,81.6296,Forecast,24.0,27.1,95,23.2,44,5.6,3.9,81,1005.0,100,16.6,251,32.0,0.2
2026-09-02 08:00:00,2026-09-02,8,Raipur,21.2514,81.6296,Forecast,24.1,27.5,96,23.4,43,5.6,3.9,81,1005.5,100,16.1,250,32.0,0.4
2026-09-02 09:00:00,2026-09-02,9,Raipur,21.2514,81.6296,Forecast,24.5,28.2,95,23.7,42,0.7,0.4,53,1005.6,100,15.3,249,32.0,0.55
2026-09-02 10:00:00,2026-09-02,10,Raipur,21.2514,81.6296,Forecast,25.0,29.1,94,24.1,40,0.7,0.4,53,1005.5,100,14.1,247,32.4,0.65
2026-09-02 11:00:00,2026-09-02,11,Raipur,21.2514,81.6296,Forecast,25.4,29.7,94,24.3,41,0.7,0.4,53,1005.4,100,13.3,245,32.4,0.65
2026-09-02 12:00:00,2026-09-02,12,Raipur,21.2514,81.6296,Forecast,27.4,30.8,77,23.0,44,0.1,0.0,51,1005.1,100,14.1,266,36.0,0.6
2026-09-02 13:00:00,2026-09-02,13,Raipur,21.2514,81.6296,Forecast,27.3,30.8,78,23.1,49,0.1,0.0,51,1004.6,100,13.7,265,36.0,0.55
2026-09-02 14:00:00,2026-09-02,14,Raipur,21.2514,81.6296,Forecast,27.1,30.7,80,23.2,54,0.1,0.0,51,1003.9,100,13.2,265,35.6,0.55
2026-09-02 15:00:00,2026-09-02,15,Raipur,21.2514,81.6296,Forecast,26.8,30.6,82,23.4,59,0.1,0.0,51,1003.3,100,12.5,263,34.9,0.45
2026-09-02 16:00:00,2026-09-02,16,Raipur,21.2514,81.6296,Forecast,26.4,30.4,84,23.4,63,0.1,0.0,51,1002.9,100,11.9,260,34.2,0.3
2026-09-02 17:00:00,2026-09-02,17,Raipur,21.2514,81.6296,Forecast,26.2,30.3,85,23.5,65,0.1,0.0,51,1002.7,100,11.4,258,33.1,0.1
2026-09-02 18:00:00,2026-09-02,18,Raipur,21.2514,81.6296,Forecast,25.9,30.1,86,23.4,63,0.0,0.0,3,1002.9,100,10.8,255,31.7,0.0
2026-09-02 19:00:00,2026-09-02,19,Raipur,21.2514,81.6296,Forecast,25.6,29.8,87,23.3,58,0.0,0.0,3,1003.5,99,10.4,250,29.9,0.0
2026-09-02 20:00:00,2026-09-02,20,Raipur,21.2514,81.6296,Forecast,25.3,29.4,88,23.2,53,0.0,0.0,3,1004.2,98,10.0,244,27.7,0.0
2026-09-02 21:00:00,2026-09-02,21,Raipur,21.2514,81.6296,Forecast,25.0,29.1,89,23.1,47,0.0,0.0,3,1004.9,98,9.6,237,25.6,0.0
2026-09-02 22:00:00,2026-09-02,22,Raipur,21.2514,81.6296,Forecast,24.8,28.8,89,22.9,41,0.0,0.0,3,1005.5,97,9.5,233,23.8,0.0
2026-09-02 23:00:00,2026-09-02,23,Raipur,21.2514,81.6296,Forecast,24.6,28.6,90,22.9,37,0.0,0.0,3,1005.8,97,9.7,230,22.7,0.0
